ID                                     0x382d
Delivery_person_ID             INDORES02DEL01
Delivery_person_Age                 29.000000
Delivery_person_Ratings              4.800000
Restaurant_latitude                 22.651847
Restaurant_longitude                75.881991
Delivery_location_latitude          22.721847
Delivery_location_longitude         75.951991
Order_Date                         04-04-2022
Time_Orderd                             20:45
Time_Order_picked                       20:60
Weather conditions                 Sandstorms
Road_traffic_density                      Jam
Vehicle_condition                           2
Type_of_order                          Buffet
Type_of_vehicle                       scooter
multiple_deliveries                  1.000000
Festival                                   No
City                                    Urban
Time_taken (min)                    23.000000
Name: 13554, dtype: object
