ID                                       0x250a
Delivery_person_ID              PUNERES010DEL02
Delivery_person_Age                   32.000000
Delivery_person_Ratings                5.000000
Restaurant_latitude                   18.539299
Restaurant_longitude                  73.897902
Delivery_location_latitude            18.589299
Delivery_location_longitude           73.947902
Order_Date                           05-03-2022
Time_Orderd                               20:30
Time_Order_picked                         20:45
Weather conditions                        Sunny
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      21.000000
Name: 7430, dtype: object
