ID                                       0x360b
Delivery_person_ID               INDORES08DEL02
Delivery_person_Age                   38.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   22.725748
Restaurant_longitude                  75.898497
Delivery_location_latitude            22.745748
Delivery_location_longitude           75.918497
Order_Date                           19-03-2022
Time_Orderd                                9:55
Time_Order_picked                         10:05
Weather conditions                        Sunny
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      18.000000
Name: 27488, dtype: object
