ID                                    0x307a
Delivery_person_ID             MYSRES08DEL01
Delivery_person_Age                26.000000
Delivery_person_Ratings             4.200000
Restaurant_latitude                12.297954
Restaurant_longitude               76.665169
Delivery_location_latitude         12.407954
Delivery_location_longitude        76.775169
Order_Date                        04-03-2022
Time_Orderd                            18:55
Time_Order_picked                      18:60
Weather conditions                       Fog
Road_traffic_density                  Medium
Vehicle_condition                          2
Type_of_order                         Buffet
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                                   Urban
Time_taken (min)                   31.000000
Name: 39493, dtype: object
