ID                                       0x562a
Delivery_person_ID             RANCHIRES09DEL02
Delivery_person_Age                   27.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   23.351058
Restaurant_longitude                  85.325731
Delivery_location_latitude            23.371058
Delivery_location_longitude           85.345731
Order_Date                           01-04-2022
Time_Orderd                                9:25
Time_Order_picked                          9:35
Weather conditions                          Fog
Road_traffic_density                        Low
Vehicle_condition                             1
Type_of_order                            Buffet
Type_of_vehicle                      motorcycle
multiple_deliveries                    0.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      14.000000
Name: 36277, dtype: object
