ID                                       0x186e
Delivery_person_ID                JAPRES15DEL02
Delivery_person_Age                   24.000000
Delivery_person_Ratings                4.200000
Restaurant_latitude                   26.891191
Restaurant_longitude                  75.802083
Delivery_location_latitude            27.021191
Delivery_location_longitude           75.932083
Order_Date                           04-04-2022
Time_Orderd                               17:55
Time_Order_picked                         18:05
Weather conditions                          Fog
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      32.000000
Name: 9384, dtype: object
