ID                                      0xb139
Delivery_person_ID             COIMBRES11DEL02
Delivery_person_Age                  28.000000
Delivery_person_Ratings               4.800000
Restaurant_latitude                  11.001753
Restaurant_longitude                 76.986241
Delivery_location_latitude           11.021753
Delivery_location_longitude          77.006241
Order_Date                          09-03-2022
Time_Orderd                               8:15
Time_Order_picked                         8:25
Weather conditions                  Sandstorms
Road_traffic_density                       Low
Vehicle_condition                            1
Type_of_order                           Buffet
Type_of_vehicle                        scooter
multiple_deliveries                   0.000000
Festival                                    No
City                                     Urban
Time_taken (min)                     14.000000
Name: 39572, dtype: object
