ID                                       0x266d
Delivery_person_ID               CHENRES07DEL02
Delivery_person_Age                   38.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   13.081878
Restaurant_longitude                  80.248519
Delivery_location_latitude            13.101878
Delivery_location_longitude           80.268519
Order_Date                           01-03-2022
Time_Orderd                                8:60
Time_Order_picked                          9:15
Weather conditions                       Stormy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      27.000000
Name: 34931, dtype: object
