ID                                      0x973b
Delivery_person_ID             COIMBRES07DEL02
Delivery_person_Age                  30.000000
Delivery_person_Ratings               5.000000
Restaurant_latitude                  10.961850
Restaurant_longitude                 76.971082
Delivery_location_latitude           11.041850
Delivery_location_longitude          77.051082
Order_Date                          23-03-2022
Time_Orderd                              19:45
Time_Order_picked                        19:55
Weather conditions                       Sunny
Road_traffic_density                       Jam
Vehicle_condition                            0
Type_of_order                           Buffet
Type_of_vehicle                     motorcycle
multiple_deliveries                   0.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     38.000000
Name: 3956, dtype: object
