ID                                       0x699e
Delivery_person_ID             RANCHIRES04DEL02
Delivery_person_Age                   33.000000
Delivery_person_Ratings                4.000000
Restaurant_latitude                   23.359033
Restaurant_longitude                  85.325347
Delivery_location_latitude            23.489033
Delivery_location_longitude           85.455347
Order_Date                           08-03-2022
Time_Orderd                               19:50
Time_Order_picked                         20:05
Weather conditions                       Stormy
Road_traffic_density                        Jam
Vehicle_condition                             0
Type_of_order                             Snack
Type_of_vehicle                      motorcycle
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      35.000000
Name: 28537, dtype: object
