ID                                    0x8b15
Delivery_person_ID             MYSRES18DEL03
Delivery_person_Age                25.000000
Delivery_person_Ratings             4.400000
Restaurant_latitude                12.337928
Restaurant_longitude               76.617889
Delivery_location_latitude         12.427928
Delivery_location_longitude        76.707889
Order_Date                        02-04-2022
Time_Orderd                            19:45
Time_Order_picked                      19:50
Weather conditions                    Stormy
Road_traffic_density                     Jam
Vehicle_condition                          0
Type_of_order                           Meal
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   33.000000
Name: 11569, dtype: object
