ID                                       0x639c
Delivery_person_ID               INDORES12DEL03
Delivery_person_Age                    20.00000
Delivery_person_Ratings                 4.40000
Restaurant_latitude                    22.74806
Restaurant_longitude                   75.89340
Delivery_location_latitude             22.80806
Delivery_location_longitude            75.95340
Order_Date                           01-04-2022
Time_Orderd                               19:50
Time_Order_picked                         20:05
Weather conditions                          Fog
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                     1.00000
Festival                                     No
City                              Metropolitian
Time_taken (min)                       33.00000
Name: 27324, dtype: object
