ID                                    0xc000
Delivery_person_ID             DEHRES19DEL01
Delivery_person_Age                      NaN
Delivery_person_Ratings                  NaN
Restaurant_latitude               -30.372202
Restaurant_longitude              -78.077151
Delivery_location_latitude         30.482202
Delivery_location_longitude        78.187151
Order_Date                        16-02-2022
Time_Orderd                              NaN
Time_Order_picked                      20:05
Weather conditions                       NaN
Road_traffic_density                     NaN
Vehicle_condition                          3
Type_of_order                          Snack
Type_of_vehicle                      scooter
multiple_deliveries                 0.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   54.000000
Name: 41020, dtype: object
