ID                                       0x3f0
Delivery_person_ID             BANGRES010DEL01
Delivery_person_Age                  50.000000
Delivery_person_Ratings               6.000000
Restaurant_latitude                  12.933298
Restaurant_longitude                 77.614293
Delivery_location_latitude           13.003298
Delivery_location_longitude          77.684293
Order_Date                          12-03-2022
Time_Orderd                                NaN
Time_Order_picked                        18:25
Weather conditions                         NaN
Road_traffic_density                       NaN
Vehicle_condition                            3
Type_of_order                           Drinks
Type_of_vehicle                        scooter
multiple_deliveries                   1.000000
Festival                                    No
City                                     Urban
Time_taken (min)                     17.000000
Name: 18547, dtype: object
