ID                                    0xe287
Delivery_person_ID             DEHRES16DEL03
Delivery_person_Age                34.000000
Delivery_person_Ratings             4.700000
Restaurant_latitude                30.342509
Restaurant_longitude               78.061187
Delivery_location_latitude         30.402509
Delivery_location_longitude        78.121187
Order_Date                        15-02-2022
Time_Orderd                            21:60
Time_Order_picked                      22:15
Weather conditions                     Sunny
Road_traffic_density                     Jam
Vehicle_condition                          0
Type_of_order                           Meal
Type_of_vehicle                   motorcycle
multiple_deliveries                 0.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   20.000000
Name: 40773, dtype: object
