ID                                    0x724c
Delivery_person_ID             SURRES05DEL01
Delivery_person_Age                34.000000
Delivery_person_Ratings             4.000000
Restaurant_latitude                21.175104
Restaurant_longitude               72.804342
Delivery_location_latitude         21.215104
Delivery_location_longitude        72.844342
Order_Date                        09-03-2022
Time_Orderd                            12:15
Time_Order_picked                      12:20
Weather conditions                Sandstorms
Road_traffic_density                    High
Vehicle_condition                          1
Type_of_order                          Snack
Type_of_vehicle                      scooter
multiple_deliveries                 2.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   32.000000
Name: 15462, dtype: object
