ID                                        0x427
Delivery_person_ID                JAPRES06DEL02
Delivery_person_Age                   50.000000
Delivery_person_Ratings                6.000000
Restaurant_latitude                   26.911927
Restaurant_longitude                  75.797282
Delivery_location_latitude            27.041927
Delivery_location_longitude           75.927282
Order_Date                           02-04-2022
Time_Orderd                                 NaN
Time_Order_picked                         22:10
Weather conditions                          NaN
Road_traffic_density                        NaN
Vehicle_condition                             3
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      20.000000
Name: 15752, dtype: object
