ID                                    0xe182
Delivery_person_ID             AGRRES17DEL03
Delivery_person_Age                38.000000
Delivery_person_Ratings             4.500000
Restaurant_latitude                27.157772
Restaurant_longitude               78.047250
Delivery_location_latitude         27.217772
Delivery_location_longitude        78.107250
Order_Date                        15-02-2022
Time_Orderd                            23:10
Time_Order_picked                      23:20
Weather conditions                    Cloudy
Road_traffic_density                     Low
Vehicle_condition                          2
Type_of_order                         Buffet
Type_of_vehicle                      scooter
multiple_deliveries                 0.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   18.000000
Name: 33197, dtype: object
