ID                                       0x517e
Delivery_person_ID               BANGRES04DEL01
Delivery_person_Age                   36.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   12.980410
Restaurant_longitude                  77.640489
Delivery_location_latitude            13.020410
Delivery_location_longitude           77.680489
Order_Date                           21-03-2022
Time_Orderd                               16:30
Time_Order_picked                         16:40
Weather conditions                          Fog
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                                        NaN
Time_taken (min)                      16.000000
Name: 18657, dtype: object
