ID                                    0x987f
Delivery_person_ID             JAPRES20DEL02
Delivery_person_Age                28.000000
Delivery_person_Ratings             4.900000
Restaurant_latitude                26.956431
Restaurant_longitude               75.776649
Delivery_location_latitude         27.036431
Delivery_location_longitude        75.856649
Order_Date                        27-03-2022
Time_Orderd                            21:45
Time_Order_picked                      21:60
Weather conditions                    Stormy
Road_traffic_density                     Jam
Vehicle_condition                          1
Type_of_order                           Meal
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   18.000000
Name: 9513, dtype: object
