ID                                    0xcf07
Delivery_person_ID             AGRRES11DEL03
Delivery_person_Age                30.000000
Delivery_person_Ratings             4.400000
Restaurant_latitude                27.163303
Restaurant_longitude               78.057044
Delivery_location_latitude         27.193303
Delivery_location_longitude        78.087044
Order_Date                        11-02-2022
Time_Orderd                            22:30
Time_Order_picked                      22:45
Weather conditions                Sandstorms
Road_traffic_density                     Low
Vehicle_condition                          0
Type_of_order                         Buffet
Type_of_vehicle                   motorcycle
multiple_deliveries                 0.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   27.000000
Name: 18303, dtype: object
