ID                                    0xc428
Delivery_person_ID             KNPRES03DEL03
Delivery_person_Age                24.000000
Delivery_person_Ratings             4.200000
Restaurant_latitude                26.469003
Restaurant_longitude               80.316344
Delivery_location_latitude         26.559003
Delivery_location_longitude        80.406344
Order_Date                        12-02-2022
Time_Orderd                            20:35
Time_Order_picked                      20:50
Weather conditions                       Fog
Road_traffic_density                     Jam
Vehicle_condition                          1
Type_of_order                         Drinks
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   40.000000
Name: 45482, dtype: object
