ID                                       0x251e
Delivery_person_ID             RANCHIRES14DEL02
Delivery_person_Age                       37.00
Delivery_person_Ratings                    5.00
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.02
Delivery_location_longitude                0.02
Order_Date                           09-03-2022
Time_Orderd                               10:30
Time_Order_picked                         10:35
Weather conditions                       Cloudy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                         scooter
multiple_deliveries                        0.00
Festival                                     No
City                                      Urban
Time_taken (min)                          19.00
Name: 43799, dtype: object
