ID                                       0x80c
Delivery_person_ID             COIMBRES02DEL02
Delivery_person_Age                  26.000000
Delivery_person_Ratings               4.600000
Restaurant_latitude                  11.022477
Restaurant_longitude                 76.995667
Delivery_location_latitude           11.042477
Delivery_location_longitude          77.015667
Order_Date                          24-03-2022
Time_Orderd                               8:35
Time_Order_picked                         8:45
Weather conditions                         Fog
Road_traffic_density                       Low
Vehicle_condition                            1
Type_of_order                           Buffet
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                                     Urban
Time_taken (min)                     12.000000
Name: 13217, dtype: object
