ID                                       0x654d
Delivery_person_ID             RANCHIRES01DEL03
Delivery_person_Age                   23.000000
Delivery_person_Ratings                4.400000
Restaurant_latitude                   23.416792
Restaurant_longitude                  85.316842
Delivery_location_latitude            23.446792
Delivery_location_longitude           85.346842
Order_Date                           30-03-2022
Time_Orderd                               19:40
Time_Order_picked                         19:55
Weather conditions                        Sunny
Road_traffic_density                        Jam
Vehicle_condition                             0
Type_of_order                              Meal
Type_of_vehicle                      motorcycle
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      46.000000
Name: 44737, dtype: object
