ID                                       0x885b
Delivery_person_ID                HYDRES01DEL02
Delivery_person_Age                   28.000000
Delivery_person_Ratings                4.700000
Restaurant_latitude                   17.410371
Restaurant_longitude                  78.437225
Delivery_location_latitude            17.430371
Delivery_location_longitude           78.457225
Order_Date                           03-04-2022
Time_Orderd                                8:25
Time_Order_picked                          8:35
Weather conditions                       Stormy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                         NaN
Festival                                     No
City                                      Urban
Time_taken (min)                      11.000000
Name: 2917, dtype: object
