ID                                       0x844b
Delivery_person_ID                MYSRES01DEL01
Delivery_person_Age                   23.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   12.311072
Restaurant_longitude                  76.654878
Delivery_location_latitude            12.351072
Delivery_location_longitude           76.694878
Order_Date                           11-03-2022
Time_Orderd                               14:20
Time_Order_picked                         14:25
Weather conditions                   Sandstorms
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      12.000000
Name: 19979, dtype: object
