ID                                        0x446
Delivery_person_ID                VADRES03DEL03
Delivery_person_Age                         NaN
Delivery_person_Ratings                     NaN
Restaurant_latitude                      -22.32
Restaurant_longitude                     -73.17
Delivery_location_latitude                22.35
Delivery_location_longitude               73.20
Order_Date                           21-03-2022
Time_Orderd                                 NaN
Time_Order_picked                         20:55
Weather conditions                          NaN
Road_traffic_density                        NaN
Vehicle_condition                             3
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                        1.00
Festival                                     No
City                              Metropolitian
Time_taken (min)                          20.00
Name: 28767, dtype: object
