ID                                       0xa039
Delivery_person_ID                SURRES15DEL01
Delivery_person_Age                   32.000000
Delivery_person_Ratings                4.100000
Restaurant_latitude                   21.160522
Restaurant_longitude                  72.771477
Delivery_location_latitude            21.230522
Delivery_location_longitude           72.841477
Order_Date                           16-03-2022
Time_Orderd                               18:40
Time_Order_picked                         18:45
Weather conditions                       Cloudy
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      32.000000
Name: 12416, dtype: object
