ID,Time_taken (min)
0x2318,23.762436
0x3474,29.660383
0x9420,31.67542
0x72ee,26.726055
0xa759,22.29125
0xc4af,19.9749
0x3b9d,12.309264
0xdd42,25.161833
0x872b,39.962467
0x6001,27.072805
0xd845,22.280073
0x4946,15.346408
0x4598,16.165514
0xbd51,23.373772
0x73ec,28.401863
0x5ca7,32.582375
0x9fa6,34.932648
0x914e,22.245697
0x36e5,21.253979
0xd82e,22.657497
0x1df3,36.515163
0xa65,32.67702
0x8b83,26.6627
0x5b95,23.572859
0xaa43,26.590216
0x9995,34.735832
0x1018,36.117775
0x4af3,18.932913
0x87a1,17.983788
0xb64c,12.835179
0x4b7e,15.569271
0x252d,19.37375
0x368e,19.099632
0xe09,18.714148
0x39aa,28.430721
0xb542,35.23071
0x7604,15.092244
0x597c,41.198944
0x184f,16.651217
0x9442,26.613821
0x84e,20.297997
0xa6ba,32.182335
0xb66b,18.228912
0x9bb,21.548223
0x8d9a,22.676003
0x869f,37.105568
0xc587,41.809605
0x3167,22.422794
0x4981,26.76482
0x4c83,19.905777
0x2493,15.206736
0x21a5,20.812222
0x5571,12.808108
0x45b1,35.382156
0xb1f0,24.40494
0x75d9,27.313051
0x46dd,27.878685
0xc002,23.263079
0x95e5,26.625282
0x1c1f,19.425518
0x45bd,18.511003
0xb986,24.230234
0x1761,45.918774
0xb84c,26.755947
0x69c3,35.348103
0xd68c,42.73912
0xd05f,47.94212
0xb5f0,22.94052
0x69a8,28.863327
0xc9c5,35.695663
0x478e,21.410484
0x12dd,27.593613
0x78e3,22.841457
0x1661,23.399977
0xcb17,18.126143
0xdff4,24.558159
0x75c3,21.995195
0xceb4,17.676788
0x8ae4,18.016024
0xdb61,23.472618
0x790,14.337177
0x8968,26.430046
0xa39a,19.842203
0x8826,29.453648
0x4c8c,20.71804
0x103c,35.917336
0x98a8,13.104743
0xb338,28.411398
0x366d,20.167677
0x7d75,12.716552
0x6d30,38.355938
0x616f,28.684847
0x9ee3,26.92223
0x4d82,27.087029
0xb757,29.532492
0x2e53,19.021719
0xd686,23.462912
0x828d,14.680921
0xb9f5,23.34639
0x73c4,34.460545
0xd427,24.62372
0xc009,32.778904
0x7030,21.033855
0xc500,22.880356
0xd0f4,14.37845
0x6e8c,19.284761
0xa1ee,26.77645
0x4720,16.867567
0x5691,47.19589
0xb8f1,33.776154
0xc790,40.42478
0x3234,35.035755
0xb2be,17.134226
0x7f50,24.279045
0x6fd1,13.844198
0x5a8b,26.414495
0x714d,18.36737
0x4bff,14.684579
0x9925,23.696898
0x6fd6,23.55688
0x2872,21.839262
0x66c,19.980497
0x90f7,28.424541
0xddd,27.052704
0x2a29,40.60589
0x7eb3,22.734182
0x6d17,28.971125
0x7134,23.557684
0xa4f0,21.899647
0x213f,20.622797
0x70e8,36.27549
0x8556,31.88455
0xaae6,32.883648
0x9724,20.048738
0x6208,22.403603
0x5164,18.054329
0xa70e,20.435045
0x6afb,26.976006
0xc0f1,33.88229
0x76e4,23.652582
0x3d34,14.274219
0x540c,14.706856
0x83de,21.716864
0xc950,38.238625
0x63ac,15.995238
0x602b,33.40651
0x757e,35.291763
0x31a9,31.563173
0xd9b5,23.987165
0x4175,22.231667
0xd350,37.448814
0x3aa6,21.04975
0x2473,27.507622
0xc94a,23.332464
0x32c9,23.821657
0x986d,26.333595
0x4924,24.045462
0x49c7,47.029987
0x167f,33.71732
0xfb9,25.29137
0x9c99,17.26221
0x28f5,34.103325
0xaaf9,13.928354
0x84b5,18.07411
0x43fb,39.327534
0xc78c,29.49169
0x9159,20.729311
0x61c2,28.364243
0x4fce,23.262575
0xcb2d,35.160656
0x7d38,30.702982
0x897f,16.167856
0x77e6,30.381807
0xadd8,13.924692
0x8ff2,16.447008
0x5d7e,28.078497
0x4722,23.142263
0x9cd8,21.48324
0x1048,22.469336
0x9a3a,39.526318
0x4685,16.761219
0xcb42,13.817082
0xb01c,30.242727
0x2fee,20.576628
0x2a87,16.15899
0x7e10,23.479635
0xb402,20.628984
0x4ccf,22.975367
0xab1f,14.769095
0xd269,26.054993
0x9e50,39.692577
0x1a5f,31.00172
0x9b4,19.52642
0x2e4d,38.400223
0x9fd9,29.51805
0xd79,19.600548
0x709c,23.742802
0x930e,29.27001
0x8d4e,22.772167
0x762,24.21958
0xae5b,14.387597
0x4f12,16.556704
0x298a,21.280897
0x7f37,23.83788
0x3a0a,19.6398
0xc46b,20.82184
0xc65e,29.14157
0x2fa8,20.643696
0x413f,20.764511
0xa1e5,35.61264
0x8448,33.639755
0x4c8,36.88537
0x8fe4,20.092281
0x162f,24.842438
0x8cc9,24.117607
0x77cb,19.023117
0x44d2,20.58175
0x8750,24.882675
0x2fda,21.120546
0x513b,19.147
0x3e5f,22.385658
0x8abc,45.813805
0x5c05,37.808517
0x5db1,21.31751
0x34e0,27.604982
0xbe30,28.338017
0x69b3,32.825928
0xd73e,17.274902
0x9018,30.271664
0x144c,37.43582
0x8085,32.801605
0xc234,27.885056
0x1c42,20.004868
