ID,Time_taken (min)
0x2318,24.340766404846963
0x3474,29.81044644935047
0x9420,30.53810868986047
0x72ee,26.045269351764485
0xa759,22.679362860497225
0xc4af,20.38818551297637
0x3b9d,13.154802870327359
0xdd42,23.908510457123374
0x872b,38.78305803683662
0x6001,26.691917950478715
0xd845,21.302849548532674
0x4946,16.050039426243828
0x4598,17.07165676516889
0xbd51,22.757080760203646
0x73ec,33.88139687883294
0x5ca7,30.35817368608987
0x9fa6,35.351989959255626
0x914e,22.01271263250839
0x36e5,18.136386776298668
0xd82e,21.425310583665798
0x1df3,37.67588670283256
0xa65,35.864322338273354
0x8b83,27.180888858150794
0x5b95,25.28067236043583
0xaa43,25.7099009951628
0x9995,32.468845561582604
0x1018,35.36423181675838
0x4af3,18.94451524568389
0x87a1,18.675245732261256
0xb64c,12.969532269667512
0x4b7e,16.03678184292695
0x252d,20.99022081790378
0x368e,19.52062774180272
0xe09,19.98092358713708
0x39aa,29.787314064213547
0xb542,34.070520431307095
0x7604,16.64548934428213
0x597c,41.69021677456932
0x184f,16.34620060874841
0x9442,26.499575819037357
0x84e,21.893043248910352
0xa6ba,32.52516417607578
0xb66b,19.01097222341328
0x9bb,21.099255199946484
0x8d9a,22.958096136703197
0x869f,36.99966523816381
0xc587,43.6650943995406
0x3167,21.816071988750103
0x4981,27.001683362868118
0x4c83,21.088480927931165
0x2493,15.43213224399009
0x21a5,20.59407558841767
0x5571,13.22837965529725
0x45b1,34.625497829301366
0xb1f0,23.39745209432534
0x75d9,27.68246800671831
0x46dd,28.28539767167654
0xc002,25.39483256459478
0x95e5,27.592025360613423
0x1c1f,19.5001105668488
0x45bd,18.7410522832627
0xb986,24.0904330677415
0x1761,46.55041240554216
0xb84c,26.992562524498965
0x69c3,35.57474044098125
0xd68c,42.79195250555095
0xd05f,48.35598675093614
0xb5f0,23.275420649554654
0x69a8,29.11040841251504
0xc9c5,36.02713392002913
0x478e,22.594041489359313
0x12dd,26.738473727402642
0x78e3,22.033495714600093
0x1661,25.160843854246433
0xcb17,18.87464905899413
0xdff4,24.080672699091192
0x75c3,21.505300140089187
0xceb4,16.98574007243554
0x8ae4,17.38404981600251
0xdb61,22.76714559072457
0x790,14.763837626492688
0x8968,27.2703162008555
0xa39a,20.07679847187123
0x8826,28.25187856655859
0x4c8c,19.435056103651824
0x103c,36.37217112225305
0x98a8,12.86627384278916
0xb338,27.746921587666616
0x366d,19.516951436585245
0x7d75,13.793335564381454
0x6d30,39.427731732912605
0x616f,28.151811646500082
0x9ee3,26.124724316152008
0x4d82,26.803625862484953
0xb757,28.661272609628316
0x2e53,18.031979585982953
0xd686,23.21356805130791
0x828d,14.17108366372096
0xb9f5,22.965531827917722
0x73c4,34.66693726001199
0xd427,28.25442259252715
0xc009,35.423325520181685
0x7030,20.70325306280072
0xc500,25.082250438066573
0xd0f4,14.34095738849811
0x6e8c,19.8769947501407
0xa1ee,27.6371543096313
0x4720,17.808055192152636
0x5691,49.80681853426181
0xb8f1,33.74004828667597
0xc790,38.187398821754634
0x3234,35.30504766213663
0xb2be,17.778727082857912
0x7f50,24.333638991723596
0x6fd1,14.59996892556805
0x5a8b,27.231325136974412
0x714d,18.481390895096304
0x4bff,15.440825893729654
0x9925,23.915557701444182
0x6fd6,23.813002844959186
0x2872,22.33478176146047
0x66c,22.950462486208387
0x90f7,29.056231151066424
0xddd,26.475240319538095
0x2a29,41.736244384866595
0x7eb3,22.809105394364934
0x6d17,28.701165304842245
0x7134,25.600705998495382
0xa4f0,21.52725980039579
0x213f,21.299223585780297
0x70e8,34.300263831853115
0x8556,32.84778339155198
0xaae6,33.63878560549726
0x9724,19.345550956378577
0x6208,22.436233159485575
0x5164,17.74799912217449
0xa70e,20.264099516815804
0x6afb,26.497201435271094
0xc0f1,32.04401823485081
0x76e4,24.231285942439726
0x3d34,14.011039120434031
0x540c,14.432925408155134
0x83de,21.46339951808315
0xc950,38.00558502779153
0x63ac,14.922414778913847
0x602b,34.5301545541211
0x757e,35.98510095080186
0x31a9,30.888296616841515
0xd9b5,23.96099576212866
0x4175,22.648322849311313
0xd350,36.50025816457172
0x3aa6,22.757176571011676
0x2473,27.815310477583875
0xc94a,21.956403215579456
0x32c9,25.902267248389553
0x986d,26.703811420759212
0x4924,22.94297402040296
0x49c7,48.49818312401582
0x167f,33.45115189633697
0xfb9,23.839580657476063
