ID,Time_taken (min)
0x2318,26.77221469235174
0x3474,33.02468728932848
0x9420,29.893200365313444
0x72ee,27.495697452772873
0xa759,20.154058617091312
0xc4af,23.026013758352722
0x3b9d,13.46237719356147
0xdd42,28.20357780228717
0x872b,33.04636734588947
0x6001,27.38770703441784
0xd845,24.441215420968945
0x4946,16.674209377713783
0x4598,17.977407779595204
0xbd51,17.362388735897653
0x73ec,34.229140040749
0x5ca7,31.75861950847473
0x9fa6,33.81864431953642
0x914e,20.213546268813104
0x36e5,24.745228458554177
0xd82e,23.718329613203075
0x1df3,38.62451855531921
0xa65,36.92471138423496
0x8b83,28.59787769038097
0x5b95,26.80760278951101
0xaa43,21.709907643902465
0x9995,34.828645876284945
0x1018,32.03241912841791
0x4af3,24.13012232428416
0x87a1,21.899679753990753
0xb64c,13.807781521313647
0x4b7e,13.81154704392706
0x252d,19.787193193783523
0x368e,15.720670197146536
0xe09,25.389251055192368
0x39aa,28.037367656527337
0xb542,35.62879079485423
0x7604,25.18092187705966
0x597c,39.46877986184148
0x184f,19.213315990510395
0x9442,28.129892586035602
0x84e,21.354411385622356
0xa6ba,34.717160044404416
0xb66b,22.848211385766454
0x9bb,20.327393814065907
0x8d9a,18.552390707046726
0x869f,32.85486729893428
0xc587,42.79511984547807
0x3167,21.274580625876062
0x4981,26.981070506720073
0x4c83,21.331545860951802
0x2493,16.767446982008423
0x21a5,18.117002362223197
0x5571,11.692971848419479
0x45b1,36.57698360542691
0xb1f0,21.78419075740679
0x75d9,30.072476665151672
0x46dd,23.776619281131538
0xc002,28.23327358575403
0x95e5,28.969802924585075
0x1c1f,18.259871127758718
0x45bd,17.731926691778455
0xb986,20.823636942102883
0x1761,48.45393538143615
0xb84c,27.753649913460887
0x69c3,36.57595884771794
0xd68c,36.94386534481715
0xd05f,41.5629552747788
0xb5f0,25.350082842752798
0x69a8,26.44404085609999
0xc9c5,33.95665092159396
0x478e,17.73075687900748
0x12dd,25.509653290025746
0x78e3,29.266839683383857
0x1661,19.571764502977462
0xcb17,15.354287538180703
0xdff4,20.708020147654224
0x75c3,20.65909644628283
0xceb4,22.68780369466732
0x8ae4,19.358478576837555
0xdb61,22.265196569419906
0x790,15.17585753690371
0x8968,27.461231294400655
0xa39a,17.96548213167533
0x8826,27.34515621476396
0x4c8c,19.51077768866213
0x103c,37.46128670827335
0x98a8,14.929314242109943
0xb338,28.567640315025777
0x366d,28.464478274936077
0x7d75,15.416465448884438
0x6d30,37.97936775182066
0x616f,26.15084465992325
0x9ee3,25.597936088393585
0x4d82,26.220160315380337
0xb757,27.16985541253167
0x2e53,19.885051814382734
0xd686,23.122899931266236
0x828d,16.42203974744361
0xb9f5,19.901504014258762
0x73c4,29.4189670129324
0xd427,26.501011894917774
0xc009,28.53781956565664
0x7030,23.29578393609406
0xc500,24.976618324571596
0xd0f4,16.108760840165417
0x6e8c,24.835554079784036
0xa1ee,27.897779054147364
0x4720,18.565692233454364
0x5691,41.180393409275595
0xb8f1,34.30632213107355
0xc790,41.724789673204015
0x3234,34.925293732589495
0xb2be,15.227916425502347
0x7f50,26.640619561002165
0x6fd1,13.897026193633948
0x5a8b,29.40794205485284
0x714d,22.465268127102668
0x4bff,21.116206725458415
0x9925,24.029138330734952
0x6fd6,23.908111402250377
0x2872,24.95562385943252
0x66c,22.133193355259102
0x90f7,29.318013027126106
0xddd,23.879465742177302
0x2a29,36.45174874224221
0x7eb3,22.648612034096615
0x6d17,25.929064960159664
0x7134,24.59887917405475
0xa4f0,19.813368560472064
0x213f,22.5045501437336
0x70e8,31.681199597318564
0x8556,31.028391411441692
0xaae6,30.290074055743652
0x9724,22.329588667962433
0x6208,24.622471630381508
0x5164,20.28001478550055
0xa70e,23.06826676238449
0x6afb,29.117499912109594
0xc0f1,30.35508124836845
0x76e4,25.26692351193142
0x3d34,16.397659650795518
0x540c,17.348675890322532
0x83de,20.42640573945267
0xc950,34.48437315821721
0x63ac,16.4336510972007
0x602b,41.54270547492965
0x757e,35.15349603499048
0x31a9,31.90950372474266
0xd9b5,27.159779204199246
0x4175,24.622384618187972
0xd350,30.832197956661254
0x3aa6,25.275514250660876
0x2473,26.846946137134328
0xc94a,20.38218603059065
0x32c9,25.90687023862101
0x986d,26.94164857491956
0x4924,24.479554492484816
0x49c7,45.40807780668201
0x167f,33.463886119027315
0xfb9,17.77605148581372
0x9c99,18.67013829980237
0x28f5,38.328978320341086
0xaaf9,12.100672833831393
0x84b5,22.996097075582227
0x43fb,37.60081471669881
0xc78c,28.747295942988977
0x9159,14.952690366479203
0x61c2,28.770964468720106
0x4fce,29.06649944774339
0xcb2d,35.93755161374935
0x7d38,28.40546500283145
0x897f,16.914296281945628
0x77e6,25.032579401259316
0xadd8,15.478386059229607
0x8ff2,15.309445504428787
0x5d7e,25.878867085605634
0x4722,21.04065527305068
0x9cd8,18.02475621964561
0x1048,22.15345672529451
0x9a3a,35.98614964784223
0x4685,19.634503681317167
0xcb42,17.82284283797494
0xb01c,32.35635506473104
0x2fee,21.87544583285309
0x2a87,17.792823074179598
0x7e10,24.315188232028465
0xb402,21.539779927884478
0x4ccf,22.549304386309956
0xab1f,12.485323576229241
0xd269,19.422581803786322
0x9e50,29.73903275051868
0x1a5f,28.99394682787453
0x9b4,18.988899513124508
0x2e4d,40.05916283060565
0x9fd9,30.421625425278858
0xd79,16.46739193452827
0x709c,20.664791373005144
0x930e,26.97893149101275
0x8d4e,20.685501672240996
0x762,27.679663691336028
0xae5b,17.482426533039934
0x4f12,17.999837001876116
0x298a,21.288246134257324
0x7f37,25.674597477436784
0x3a0a,22.40912848517727
0xc46b,15.733916247716568
0xc65e,23.853583424425622
0x2fa8,24.70525677056495
0x413f,24.98638005496808
0xa1e5,31.104009542079307
0x8448,32.293215735010804
0x4c8,31.149802774522744
0x8fe4,18.68776684498642
0x162f,25.358233415125184
0x8cc9,25.719262600650328
0x77cb,22.935736694341024
0x44d2,19.77410381327733
0x8750,24.59314226213389
0x2fda,22.12563730849323
0x513b,24.810024813111905
0x3e5f,28.478989980268356
0x8abc,42.78008102301541
0x5c05,37.67244521608795
0x5db1,17.252692091868347
