ID,Time_taken (min)
0x2318,26.205229
0x3474,30.930666
0x9420,31.136522
0x72ee,25.98197
0xa759,21.744555
0xc4af,24.446161
0x3b9d,13.032578
0xdd42,27.527943
0x872b,33.933567
0x6001,29.363743
0xd845,23.54176
0x4946,12.828759
0x4598,16.481077
0xbd51,19.565584
0x73ec,37.411682
0x5ca7,38.704273
0x9fa6,35.32969
0x914e,20.502825
0x36e5,23.222198
0xd82e,21.458176
0x1df3,35.36137
0xa65,37.391186
0x8b83,29.455881
0x5b95,28.004303
0xaa43,21.829462
0x9995,35.845673
0x1018,32.962772
0x4af3,26.668886
0x87a1,23.186213
0xb64c,13.214282
0x4b7e,15.4718485
0x252d,20.705034
0x368e,18.496284
0xe09,20.559275
0x39aa,28.381659
0xb542,36.06268
0x7604,17.853956
0x597c,40.40574
0x184f,18.379948
0x9442,28.776875
0x84e,23.615042
0xa6ba,35.103012
0xb66b,25.774172
0x9bb,19.229826
0x8d9a,17.27377
0x869f,33.059345
0xc587,46.437866
0x3167,21.811186
0x4981,27.800192
0x4c83,20.221916
0x2493,15.740304
0x21a5,20.711393
0x5571,12.864465
0x45b1,40.57815
0xb1f0,18.06786
0x75d9,29.098557
0x46dd,29.660315
0xc002,30.249441
0x95e5,28.946701
0x1c1f,18.51673
0x45bd,18.44143
0xb986,25.925928
0x1761,48.04938
0xb84c,28.792055
0x69c3,36.17947
0xd68c,33.6152
0xd05f,49.7279
0xb5f0,23.56328
0x69a8,25.323507
0xc9c5,34.777615
0x478e,16.35084
0x12dd,26.749504
0x78e3,22.367104
0x1661,20.11056
0xcb17,15.844018
0xdff4,21.799606
0x75c3,20.205538
0xceb4,21.943937
0x8ae4,22.344912
0xdb61,20.521807
0x790,16.951412
0x8968,26.151564
0xa39a,19.791655
0x8826,24.996378
0x4c8c,21.273222
0x103c,36.692204
0x98a8,13.762967
0xb338,28.368593
0x366d,28.497992
0x7d75,15.175312
0x6d30,36.05591
0x616f,30.59345
0x9ee3,29.167723
0x4d82,25.156359
0xb757,27.055822
0x2e53,20.230875
0xd686,20.870296
0x828d,15.908527
0xb9f5,18.585304
0x73c4,32.556057
0xd427,27.98836
0xc009,37.766487
0x7030,18.015888
0xc500,29.822933
0xd0f4,15.209067
0x6e8c,21.629816
0xa1ee,28.630558
0x4720,18.290468
0x5691,50.409317
0xb8f1,33.739075
0xc790,39.09065
0x3234,34.36827
0xb2be,16.176659
0x7f50,25.69249
0x6fd1,14.482341
0x5a8b,25.51546
0x714d,21.131365
0x4bff,17.685402
0x9925,23.852436
0x6fd6,22.36991
0x2872,22.41468
0x66c,22.049728
0x90f7,28.24908
0xddd,24.724298
0x2a29,41.673847
0x7eb3,22.127138
0x6d17,27.897512
0x7134,22.84256
0xa4f0,21.976187
0x213f,21.258204
0x70e8,34.50076
0x8556,33.383224
0xaae6,30.749105
0x9724,19.98604
0x6208,24.995314
0x5164,19.241879
0xa70e,22.11713
0x6afb,27.576593
0xc0f1,30.771805
0x76e4,22.759897
0x3d34,14.184672
0x540c,15.700398
0x83de,19.940975
0xc950,34.0382
0x63ac,15.975747
0x602b,41.048748
0x757e,37.16764
0x31a9,31.384663
0xd9b5,27.201096
0x4175,23.767761
0xd350,30.320528
0x3aa6,24.603802
0x2473,28.693949
0xc94a,19.900394
0x32c9,24.885658
0x986d,24.604948
0x4924,23.925522
0x49c7,45.281097
0x167f,35.570965
0xfb9,19.67075
0x9c99,19.913504
0x28f5,36.644398
0xaaf9,15.880231
0x84b5,22.629799
0x43fb,36.513584
0xc78c,28.225044
0x9159,16.590912
0x61c2,25.647186
0x4fce,30.897161
0xcb2d,34.818237
0x7d38,35.964394
0x897f,16.246511
0x77e6,23.747696
0xadd8,14.1402645
0x8ff2,15.699044
0x5d7e,27.331835
0x4722,21.889336
0x9cd8,18.595942
0x1048,22.67342
0x9a3a,39.51123
0x4685,18.83285
0xcb42,15.718742
0xb01c,32.237686
0x2fee,21.749933
0x2a87,16.837284
0x7e10,23.655571
0xb402,18.757093
0x4ccf,23.105272
0xab1f,11.820575
0xd269,18.927395
0x9e50,35.58181
0x1a5f,25.061495
0x9b4,21.97318
0x2e4d,41.413097
0x9fd9,30.362568
0xd79,17.973522
0x709c,22.515368
0x930e,27.338957
0x8d4e,22.5502
0x762,37.963943
0xae5b,17.736412
0x4f12,15.571601
0x298a,20.008842
0x7f37,23.879326
0x3a0a,16.00302
0xc46b,17.872356
0xc65e,19.60078
0x2fa8,20.563698
0x413f,21.811113
0xa1e5,32.84576
0x8448,33.375305
0x4c8,28.871674
0x8fe4,17.349745
0x162f,24.73976
0x8cc9,25.021896
0x77cb,23.520317
0x44d2,17.714705
0x8750,27.832075
0x2fda,21.27229
0x513b,23.582123
0x3e5f,29.018204
0x8abc,43.054703
0x5c05,37.943623
0x5db1,21.54673
0x34e0,25.31443
0xbe30,27.941687
0x69b3,29.137625
0xd73e,16.42842
0x9018,32.448444
0x144c,36.08024
0x8085,32.378696
0xc234,26.430048
0x1c42,20.224916
0xe009,17.267052
0xdc62,37.124004
0xc5d0,44.330185
0x5575,21.359377
0x4859,28.88953
0xc23b,18.760168
0x7e0a,14.419687
0x59d0,33.82868
0xe7e,26.762037
0x4e8b,40.081284
0x3013,19.314863
0x4ff2,25.132069
0x4137,19.205175
0xd82a,19.068497
0x5099,22.474224
0x59c3,22.621239
0x8f41,14.820182
0x818e,24.672934
0xca4a,20.032726
0xbc1c,18.905615
0x8636,20.974249
0xb0ae,36.466515
0x7260,17.933643
0x5081,28.879635
0x4007,15.230657
0xa99d,48.978485
0x9432,24.451197
0x8cb7,19.855995
0xa6dc,22.772192
0xd793,28.218458
0x32e3,34.297215
0xb819,25.443304
0xbad3,26.787788
0x7e87,38.782467
0x2fab,14.58164
0x73a9,24.560812
0x70f9,20.399197
0x5644,32.307068
0x1054,15.758964
0x349f,24.230568
0xa51,31.481209
0x76d3,31.128973
0x31d1,17.18268
0x9eee,18.192669
0xdd6b,25.516277
0x6036,28.292143
0xe1b7,17.008944
0xc90d,31.83987
0xe130,16.254967
0xbdf1,35.32466
0x5ac8,18.69949
0x6b26,21.741533
0x3e86,23.997496
0x15e9,21.21803
0xb1e7,15.834316
0xda7a,16.520277
0x1480,28.922846
0x4930,22.524588
0x440b,37.19549
0x9745,34.278572
0xb5a7,18.427052
0x7d84,32.67239
0x434c,41.744366
0x77a,22.73738
0x9f29,23.182947
0xcaf8,34.475933
0x224d,37.995552
0x25cc,25.396145
0x31f5,27.848019
0x4558,18.892527
0xb73c,17.291668
0x852a,17.158243
0x7ccb,19.851969
0x7bfa,22.050362
0x6fce,21.727741
0x53fb,17.48771
0x1abb,19.464233
0x37ab,35.28348
0x724,17.76376
0x7562,26.611547
0x4bc,37.042294
0x6fb0,18.095297
0x8125,39.21027
0x7ffe,38.0771
0x9777,18.796883
0x1de2,36.59569
0x7b97,23.016077
0x5fec,16.493793
0x4d52,24.117905
0x6a5b,24.223112
0xbe1f,20.512539
0x4c2e,41.96751
0x4926,31.075853
0x8f60,18.1726
0x8976,16.95689
0x69d1,40.378635
0x943e,22.197823
0x6e5e,37.05956
0x13a7,37.695827
0xae96,39.451126
0x808c,35.693382
0x20a8,23.779713
0xce17,21.49239
0x20de,34.82049
0x8e76,31.993656
0x705b,28.20201
0x1bdc,10.852288
0xabdb,15.44476
0xc35a,38.73792
0xc784,20.11087
0xbbbe,20.611118
0x59f5,29.982029
0x8df5,34.116688
0xdb44,35.681995
0x8265,31.564487
0x48f8,24.627846
0xc1d2,22.989113
0x1f28,38.41349
0xb9c0,26.501024
0x3f33,14.873045
0xc767,27.913397
0x7d5,20.708883
0xe8e,29.54875
0x87f8,16.892447
0x1fef,17.569029
0x96e0,23.036583
0x9778,21.78603
0x5b6,21.988956
0x641b,34.136326
0x62c0,16.844229
0x2806,32.367996
0xe110,29.501316
0x9c2c,28.851742
0x3d79,18.057014
0x5367,37.401485
0x57e8,22.138493
0x6e7f,30.852137
0x76ac,27.519789
0x32ba,19.207624
0x99c5,29.301954
0x35df,21.57727
0xaaa0,34.782795
0xa754,19.926178
0x6186,20.660927
0x24b8,20.329645
0x3a14,25.089949
0x12c4,20.349802
0x6eb0,17.066301
0x26f3,40.28784
0x7947,23.365297
0x754a,24.255396
0x59ab,16.604883
0xb5e4,34.398922
0xd4fb,28.447975
0xc9b0,21.23063
0xa0e1,31.875286
0x4c7f,33.9541
0x175c,21.883612
0x53a7,15.226902
0x8e57,44.6153
0x75ca,23.666763
0x67d9,25.772882
0x2ed8,33.465675
0x7c90,29.366179
0x68cc,19.452091
0x5fff,34.237717
0xa19e,42.87463
0x469f,13.021002
0x9047,26.299078
0x3722,26.649183
0xdad8,17.426643
0xa64f,28.700031
0x82b5,17.721851
0xaafc,19.9401
0x51a6,36.280525
0x53c2,13.863322
0x13e4,23.43124
0xc5f4,18.022175
0x88f0,30.804272
0x3165,27.892818
0x2cd2,16.27218
0x1fe8,23.300245
0xa5b7,26.169012
0x5892,25.193293
0xc1ad,19.378
0x64f1,31.996853
0xc322,22.780657
0x297c,23.920418
0x6b0d,24.308393
0xcd91,23.398407
0x7bef,22.425026
0x255c,50.4606
0xbbe4,21.67546
0x5138,19.947805
0xe2e,20.539892
0x64bc,23.105837
0x3deb,22.16189
0x88e7,25.620378
0x5e32,20.116554
0x8c6,34.24417
0x977b,21.427345
0x28c1,22.05847
0x2796,23.1692
0xcf69,24.234499
0x5940,18.803848
0x443d,20.608704
0x8691,19.105743
0xb1dd,28.905346
0x8458,21.979532
0xc5a5,22.257378
0x8ab,31.430195
0x422f,27.035072
0x2de2,20.772308
0xbd88,18.704662
0x98c3,36.03554
0x7c25,29.635422
0x692d,22.048702
0x239b,22.874363
0x500,28.411123
0x2f0f,19.096943
0x9e02,28.743301
0xd788,15.409727
0x59e0,25.09189
0x4a68,24.605988
0x4cd0,21.001556
0xabc7,22.560707
0xc479,26.308683
0xb130,51.247234
0xbf88,29.348364
0xc7bb,28.279358
0x6ce2,27.89789
0xba0a,29.159853
0x7401,22.046604
0xd2e0,21.410551
0x3af4,21.255764
0x4918,34.75677
0x7137,33.12005
0x8e94,22.61384
0xca05,30.864447
0x5ba8,29.49915
0x2e29,35.393543
0x9f1d,24.591152
0x498b,22.906225
0x461b,32.54534
0xcea5,26.254541
0x47aa,25.929201
0x753f,27.985764
0x996d,16.373638
0xdd79,26.655495
0x56cc,32.02183
0xabcb,20.302233
0xa67e,12.987115
0x8b3,17.530682
0x9161,30.032335
0xa697,23.611296
0x84ac,44.852833
0x99f,22.628716
0x7d4a,38.250484
0x632,34.45601
0x94e8,37.209377
0x11d4,17.161734
0x4542,40.140285
0xb782,45.897152
0x146d,14.643674
0x5e8c,19.705906
0x812c,45.819317
0x9a69,18.830828
0x6f78,33.417152
0x8ce1,29.088902
0x1149,29.806368
0x9572,28.140678
0x953d,20.237019
0x8d2f,27.460243
0xd72c,24.136541
0x1e71,35.705463
0x9431,22.419125
0x53ef,28.609352
0x9ec6,33.981747
0x38ec,29.408459
0x5843,36.221954
0x838d,21.23942
0x7bdf,26.773031
0x4a65,18.411354
0xc7ff,21.93903
0x67ae,17.315388
0xb135,30.347847
0xafe2,37.20406
0x9ed7,28.463343
0x3168,28.564493
0xbb9f,23.01546
0x3746,24.944937
0xc8ed,39.292484
0x3d1c,39.951485
0xb0c2,48.074505
0x1ed2,15.062189
0xb925,20.364206
0xa1e3,40.91748
0xba23,20.76331
0x7e0c,18.843264
0xce2b,23.196182
0x2a0f,34.96456
0x2c43,21.454472
0x13de,17.125153
0x86ff,18.692215
0x5b4a,24.431494
0x4f08,16.955986
0x2bf2,27.39591
0x8419,15.5189085
0x85d7,29.742533
0x6a0a,21.27758
0x5f21,34.056564
0x9ac5,30.103657
0x112a,27.02515
0xe1ad,18.369555
0xc60c,22.358591
0xada5,25.058891
0x9d0c,12.856144
0xc9ee,23.131004
0x98b5,23.931902
0x7305,25.422924
0x46c5,27.93683
0x8f9b,25.915457
0x139d,17.35377
0xcaed,23.956831
0x8bd2,24.712805
0xd8c9,17.916204
0x97bb,31.478554
0x7876,26.362198
0x94dc,15.789379
0x3d58,21.17463
0x4370,31.999207
0xdbb4,21.426048
0xb436,22.737543
0x9ace,18.09861
0x60f9,25.394733
0x1a3e,26.428532
0x6d4c,23.629875
0x73a8,19.961258
0xa5b2,27.868954
0xc914,22.199753
0x7501,26.1941
0x65c9,21.253698
0x6a1,22.859327
0xcfb8,17.282497
0x7bf4,21.416058
0xcb1c,23.589977
0x1559,24.459658
0x2143,24.79895
0x291e,17.305794
0xd3b0,23.214613
0x4631,24.837194
0xe17b,23.970026
0xc2d6,20.284172
0xb116,19.110674
0x203b,35.416832
0x33c0,32.72797
0xb553,32.234596
0x7922,36.920513
0xa659,36.111675
0x9970,20.071066
0xd69e,37.5169
0x7dfe,34.908195
0x31cd,29.349424
0xc516,16.964712
0xa115,40.20393
0xca2e,35.674213
0x5ae,20.264809
0x23de,21.220016
0xb1e9,18.262827
0x8f63,21.04072
0xda9a,32.630615
